1617235200.0,0.36039000,0.38000000,0.35205000,0.36343000,144495789.50000000,1617321599999,52873299.25208600,117581,71320332.50000000,26122151.60736600,0
1617321600.0,0.36302000,0.39545000,0.35717000,0.38249000,190017129.90000000,1617407999999,71824617.87172000,144682,93125757.40000000,35217234.42231000,0
1617408000.0,0.38274000,0.39860000,0.34976000,0.35134000,177150608.50000000,1617494399999,66337241.19587700,128948,83044767.00000000,31122727.66010300,0
1617494400.0,0.35158000,0.37216000,0.34359000,0.36072000,112252653.50000000,1617580799999,40586882.11028400,85988,55870692.70000000,20211864.39759900,0
1617580800.0,0.36085000,0.37094000,0.34784000,0.37011000,151891139.40000000,1617667199999,54559227.11774100,108048,74353035.50000000,26715892.96226100,0
1617667200.0,0.37006000,0.38979000,0.36039000,0.37426000,223782074.90000000,1617753599999,84080749.36790300,185842,114550702.80000000,43044525.78060800,0
1617753600.0,0.37430000,0.37609000,0.30871000,0.33755000,226550572.80000000,1617839999999,78189962.69308300,179423,105506183.20000000,36403979.30453200,0
1617840000.0,0.33754000,0.36100000,0.33558000,0.35590000,119886556.40000000,1617926399999,41918163.60913700,90751,60321977.00000000,21092301.44838100,0
1617926400.0,0.35576000,0.38360000,0.34968000,0.36713000,134530015.20000000,1618012799999,49068865.86954300,110825,67344615.60000000,24573751.89189700,0
1618012800.0,0.36713000,0.37567000,0.34751000,0.35775000,115544460.30000000,1618099199999,42074723.26401300,90750,54415744.00000000,19826113.96463900,0
1618099200.0,0.35775000,0.37000000,0.35000000,0.36920000,84046681.90000000,1618185599999,30310043.85213800,70806,40622819.30000000,14652783.91386700,0
1618185600.0,0.36939000,0.37300000,0.34952000,0.35732000,89960763.50000000,1618271999999,32170940.70465000,72327,44261377.90000000,15835323.82376700,0
1618272000.0,0.35733000,0.42400000,0.35722000,0.42281000,438845709.00000000,1618358399999,174372691.16753800,360767,226487708.80000000,89963423.86884700,0
1618358400.0,0.42281000,0.44972000,0.36925000,0.41376000,327156476.60000000,1618444799999,134288182.17250400,274116,158017929.80000000,64873661.70133300,0
1618444800.0,0.41381000,0.45900000,0.40093000,0.43962000,296099371.10000000,1618531199999,127668337.61441400,263303,149309730.10000000,64464766.25254000,0
1618531200.0,0.44000000,0.46738000,0.40725000,0.43532000,260226545.00000000,1618617599999,111667043.30399700,219007,126786996.90000000,54500254.95285900,0
1618617600.0,0.43490000,0.43906000,0.39914000,0.40185000,144189818.40000000,1618703999999,60678769.62916700,136343,69655241.10000000,29357721.97477200,0
1618704000.0,0.40224000,0.40609000,0.26055000,0.36329000,292296111.50000000,1618790399999,102486988.69993300,241931,145513132.30000000,50979854.97690600,0
1618790400.0,0.36328000,0.38686000,0.32452000,0.32540000,168553438.00000000,1618876799999,59250526.46078100,132434,83558254.90000000,29401173.66910700,0
1618876800.0,0.32564000,0.35166000,0.29630000,0.34227000,171372502.20000000,1618963199999,55779753.86300700,131469,85757688.50000000,27942723.07762700,0
1618963200.0,0.34226000,0.38287000,0.32767000,0.35664000,183698864.10000000,1619049599999,65265465.20459000,151774,90954777.60000000,32321244.26319000,0
1619049600.0,0.35702000,0.42159000,0.34340000,0.34929000,534467505.20000000,1619135999999,209307361.48482400,403211,265761261.00000000,104232169.19203500,0
1619136000.0,0.34929000,0.40000000,0.29501000,0.38150000,354781884.50000000,1619222399999,118939081.18188600,263133,179195447.00000000,60281753.62479500,0
1619222400.0,0.38151000,0.39115000,0.33717000,0.35421000,148419267.30000000,1619308799999,53793281.88026300,142938,71719131.00000000,26022598.21363000,0
1619308800.0,0.35421000,0.40500000,0.34400000,0.38426000,226117229.00000000,1619395199999,85616788.03019300,185350,112667982.20000000,42691352.72838600,0
1619395200.0,0.38435000,0.57554000,0.37871000,0.53696000,1095815368.40000000,1619481599999,548932921.34760400,952475,557246220.20000000,279206371.97487500,0
1619481600.0,0.53654000,0.84900000,0.53429000,0.82840000,1169955529.20000000,1619567999999,766562647.53362600,1109075,584959340.70000000,383506384.47496500,0
1619568000.0,0.82840000,0.89720000,0.67400000,0.77700000,1837511227.60000000,1619654399999,1428474910.62882800,1800654,907878221.50000000,706952074.65043200,0
1619654400.0,0.77708000,0.93000000,0.74182000,0.89196000,1177393781.10000000,1619740799999,992801635.23248300,1311925,590243941.60000000,498316324.07595100,0
1619740800.0,0.89191000,0.94707000,0.78128000,0.82066000,799217157.70000000,1619827199999,691289176.85194600,908401,393227737.80000000,340334294.70558200,0
1619827200.0,0.82044000,0.84000000,0.76900000,0.78531000,392955117.30000000,1619913599999,316836886.63912100,615423,199262532.50000000,160715426.24768600,0
1619913600.0,0.78531000,0.82795000,0.74000000,0.82132000,312057554.60000000,1619999999999,246364794.02294100,471706,149878591.80000000,118356566.49963200,0
1620000000.0,0.82208000,0.87000000,0.77638000,0.79482000,300583192.70000000,1620086399999,246841596.28944800,448711,147889598.90000000,121476840.07412600,0
1620086400.0,0.79469000,0.79891000,0.68720000,0.70375000,305417946.10000000,1620172799999,227601691.01845900,471523,143312833.10000000,106731430.10560100,0
1620172800.0,0.70343000,0.83655000,0.70050000,0.80978000,313079558.60000000,1620259199999,244279433.82489900,500569,159280633.60000000,124392642.44843200,0
1620259200.0,0.80977000,0.81400000,0.72166000,0.75172000,179054933.80000000,1620345599999,139326884.10390100,302740,88206497.30000000,68675656.08640000,0
